"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_50_trial_0_contcorrect_True - current_best_fitness__MAX"
"19","199.9375","199.9375","199.9375","200","200","200","200","200","200","200","200","200","199.078125","199.078125","199.078125","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200"
"20","199.9765625","199.9765625","199.9765625","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200"
"21","199.9921875","199.9921875","199.9921875","200","200","200","200","200","200","200","200","200","199.9921875","199.9921875","199.9921875","200","200","200","200","200","200","200","200","200","199.5703125","199.5703125","199.5703125","200","200","200"
"22","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200"
"23","199.8984375","199.8984375","199.8984375","200","200","200","200","200","200","200","200","200","200","200","200","198.4296875","198.4296875","198.4296875","200","200","200","200","200","200","200","200","200","199.984375","199.984375","199.984375"
"24","199.9296875","199.9296875","199.9296875","200","200","200","200","200","200","200","200","200","197.8671875","197.8671875","197.8671875","199.9140625","199.9140625","199.9140625","199.8984375","199.8984375","199.8984375","200","200","200","200","200","200","200","200","200"
"25","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.9375","199.9375","199.9375","200","200","200","200","200","200","200","200","200","199.984375","199.984375","199.984375"
"26","200","200","200","200","200","200","200","200","200","200","200","200","199.5","199.5","199.5","199.8984375","199.8984375","199.8984375","199.8984375","199.8984375","199.8984375","200","200","200","200","200","200","200","200","200"
"27","200","200","200","200","200","200","200","200","200","199.96875","199.96875","199.96875","200","200","200","199.0078125","199.0078125","199.0078125","197.6328125","197.6328125","197.6328125","200","200","200","200","200","200","200","200","200"
"28","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.9453125","199.9453125","199.9453125","199.8515625","199.8515625","199.8515625","199.96875","199.96875","199.96875","200","200","200","200","200","200"
"29","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.9921875","199.9921875","199.9921875","200","200","200","200","200","200","200","200","200"
"30","200","200","200","200","200","200","200","200","200","200","200","200","197.1484375","197.1484375","197.1484375","200","200","200","198.8984375","198.8984375","198.8984375","200","200","200","199.9765625","199.9765625","199.9765625","200","200","200"
"31","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.9375","199.9375","199.9375","200","200","200","200","200","200","200","200","200"
"32","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.7890625","199.7890625","199.7890625","200","200","200"
"33","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.140625","199.140625","199.140625","200","200","200","200","200","200","200","200","200","200","200","200"
"34","200","200","200","200","200","200","200","200","200","199.9921875","199.9921875","199.9921875","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200"
"35","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.84375","199.84375","199.84375","200","200","200","200","200","200","200","200","200","200","200","200"
"36","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","177.9375","177.9375","177.9375","200","200","200"
"37","200","200","200","200","200","200","199.953125","199.953125","199.953125","199.984375","199.984375","199.984375","200","200","200","181.5390625","181.5390625","181.5390625","200","200","200","200","200","200","197.765625","197.765625","197.765625","200","200","200"
"38","200","200","200","200","200","200","200","200","200","200","200","200","199.7421875","199.7421875","199.7421875","200","200","200","200","200","200","200","200","200","199.8046875","199.8046875","199.8046875","200","200","200"
"39","200","200","200","200","200","200","200","200","200","200","200","200","198.6953125","198.6953125","198.6953125","193.828125","193.828125","193.828125","200","200","200","200","200","200","183.1953125","183.1953125","183.1953125","200","200","200"
"40","198.765625","198.765625","198.765625","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200"
"41","200","200","200","200","200","200","200","200","200","199.5703125","199.5703125","199.5703125","199.4609375","199.4609375","199.4609375","200","200","200","200","200","200","200","200","200","197.5703125","197.5703125","197.5703125","200","200","200"
"42","200","200","200","200","200","200","200","200","200","200","200","200","199.9921875","199.9921875","199.9921875","200","200","200","200","200","200","200","200","200","183.953125","183.953125","183.953125","200","200","200"
"43","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.5234375","199.5234375","199.5234375","200","200","200","198.0546875","198.0546875","198.0546875","200","200","200"
"44","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.2109375","199.2109375","199.2109375","200","200","200","187.609375","187.609375","187.609375","200","200","200"
"45","200","200","200","200","200","200","200","200","200","196.453125","196.453125","196.453125","200","200","200","200","200","200","200","200","200","200","200","200","194.71875","194.71875","194.71875","200","200","200"
"46","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","184.8671875","184.8671875","184.8671875","199.796875","199.796875","199.796875"
"47","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.78125","199.78125","199.78125","199.59375","199.59375","199.59375"
"48","200","200","200","200","200","200","200","200","200","199.3203125","199.3203125","199.3203125","200","200","200","200","200","200","200","200","200","200","200","200","199.671875","199.671875","199.671875","200","200","200"
"49","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","183.7734375","183.7734375","183.7734375","200","200","200"
"50","199.9453125","199.9453125","199.9453125","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","199.96875","199.96875","199.96875","200","200","200","200","200","200","200","200","200"
"51","63.359375","63.359375","63.359375","44.53125","44.53125","44.53125","96.9140625","96.9140625","96.9140625","13.671875","13.671875","13.671875","9.8046875","9.8046875","9.8046875","11.4453125","11.4453125","11.4453125","200","200","200","21.2421875","21.2421875","21.2421875","12.8125","12.8125","12.8125","200","200","200"
"52","35.5546875","35.5546875","35.5546875","35.5390625","35.5390625","35.5390625","100.6171875","100.6171875","100.6171875","13.9453125","13.9453125","13.9453125","9.84375","9.84375","9.84375","11.71875","11.71875","11.71875","200","200","200","20.5625","20.5625","20.5625","15.6875","15.6875","15.6875","46.5703125","46.5703125","46.5703125"
"53","82.171875","82.171875","82.171875","27.8671875","27.8671875","27.8671875","107.828125","107.828125","107.828125","12.7421875","12.7421875","12.7421875","9.53125","9.53125","9.53125","11.640625","11.640625","11.640625","200","200","200","21.0625","21.0625","21.0625","17.2421875","17.2421875","17.2421875","54.515625","54.515625","54.515625"
"54","65.1953125","65.1953125","65.1953125","49.5","49.5","49.5","95.53125","95.53125","95.53125","12.9921875","12.9921875","12.9921875","10","10","10","11.609375","11.609375","11.609375","200","200","200","19.515625","19.515625","19.515625","16.0390625","16.0390625","16.0390625","76.15625","76.15625","76.15625"
"55","23.2265625","23.2265625","23.2265625","51.09375","51.09375","51.09375","124.8671875","124.8671875","124.8671875","13.203125","13.203125","13.203125","9.34375","9.34375","9.34375","11.75","11.75","11.75","200","200","200","20.265625","20.265625","20.265625","15.640625","15.640625","15.640625","93.578125","93.578125","93.578125"
"56","34.109375","34.109375","34.109375","91.2734375","91.2734375","91.2734375","143.328125","143.328125","143.328125","12.8203125","12.8203125","12.8203125","11.03125","11.03125","11.03125","11.484375","11.484375","11.484375","200","200","200","28.90625","28.90625","28.90625","15.6328125","15.6328125","15.6328125","192.4609375","192.4609375","192.4609375"
"57","43.59375","43.59375","43.59375","92.984375","92.984375","92.984375","118.3359375","118.3359375","118.3359375","12.6015625","12.6015625","12.6015625","10.109375","10.109375","10.109375","11.1875","11.1875","11.1875","200","200","200","27.0390625","27.0390625","27.0390625","15.5703125","15.5703125","15.5703125","200","200","200"
"58","54.6875","54.6875","54.6875","45.3671875","45.3671875","45.3671875","115.578125","115.578125","115.578125","12.59375","12.59375","12.59375","9.4375","9.4375","9.4375","11.7734375","11.7734375","11.7734375","200","200","200","37.109375","37.109375","37.109375","15.9921875","15.9921875","15.9921875","200","200","200"
"59","45.2890625","45.2890625","45.2890625","24.8125","24.8125","24.8125","119.6953125","119.6953125","119.6953125","12.8359375","12.8359375","12.8359375","10.5625","10.5625","10.5625","10.875","10.875","10.875","200","200","200","32.296875","32.296875","32.296875","17.296875","17.296875","17.296875","200","200","200"
"60","69.859375","69.859375","69.859375","20.703125","20.703125","20.703125","120.2265625","120.2265625","120.2265625","12.953125","12.953125","12.953125","9.984375","9.984375","9.984375","11.0390625","11.0390625","11.0390625","200","200","200","44.4140625","44.4140625","44.4140625","16.1484375","16.1484375","16.1484375","200","200","200"
"61","62.6796875","62.6796875","62.6796875","21.140625","21.140625","21.140625","141.3984375","141.3984375","141.3984375","14.09375","14.09375","14.09375","9.390625","9.390625","9.390625","11.4453125","11.4453125","11.4453125","200","200","200","30.234375","30.234375","30.234375","16.2265625","16.2265625","16.2265625","200","200","200"
"62","36.9921875","36.9921875","36.9921875","23.4609375","23.4609375","23.4609375","140.765625","140.765625","140.765625","14.0078125","14.0078125","14.0078125","9.359375","9.359375","9.359375","11.3828125","11.3828125","11.3828125","200","200","200","25.953125","25.953125","25.953125","16.9140625","16.9140625","16.9140625","200","200","200"
"63","157.453125","157.453125","157.453125","82.8984375","82.8984375","82.8984375","113.4453125","113.4453125","113.4453125","15.65625","15.65625","15.65625","9.3984375","9.3984375","9.3984375","11.84375","11.84375","11.84375","200","200","200","21.5390625","21.5390625","21.5390625","15.8359375","15.8359375","15.8359375","200","200","200"
"64","22.0078125","22.0078125","22.0078125","97.328125","97.328125","97.328125","121.984375","121.984375","121.984375","15.5390625","15.5390625","15.5390625","10.09375","10.09375","10.09375","11.75","11.75","11.75","200","200","200","17.171875","17.171875","17.171875","17.59375","17.59375","17.59375","200","200","200"
"65","14.2421875","14.2421875","14.2421875","117.4296875","117.4296875","117.4296875","134.0390625","134.0390625","134.0390625","14.515625","14.515625","14.515625","9.6015625","9.6015625","9.6015625","11.8203125","11.8203125","11.8203125","200","200","200","24.0625","24.0625","24.0625","16.6328125","16.6328125","16.6328125","200","200","200"
"66","17.7109375","17.7109375","17.7109375","164.9921875","164.9921875","164.9921875","163.4765625","163.4765625","163.4765625","13.7578125","13.7578125","13.7578125","9.2890625","9.2890625","9.2890625","11.7890625","11.7890625","11.7890625","200","200","200","20.75","20.75","20.75","14.6953125","14.6953125","14.6953125","200","200","200"
"67","18.34375","18.34375","18.34375","177.453125","177.453125","177.453125","187","187","187","14.40625","14.40625","14.40625","9.453125","9.453125","9.453125","11.8359375","11.8359375","11.8359375","200","200","200","20.6484375","20.6484375","20.6484375","13.671875","13.671875","13.671875","200","200","200"
"68","17.0859375","17.0859375","17.0859375","37.734375","37.734375","37.734375","191.4609375","191.4609375","191.4609375","14.2109375","14.2109375","14.2109375","9.3203125","9.3203125","9.3203125","11.96875","11.96875","11.96875","200","200","200","22.6171875","22.6171875","22.6171875","14.5078125","14.5078125","14.5078125","200","200","200"
"69","13.8203125","13.8203125","13.8203125","132.90625","132.90625","132.90625","141.8828125","141.8828125","141.8828125","14.28125","14.28125","14.28125","9.875","9.875","9.875","12.09375","12.09375","12.09375","200","200","200","21.21875","21.21875","21.21875","12.9375","12.9375","12.9375","200","200","200"
"70","17.7109375","17.7109375","17.7109375","43.3671875","43.3671875","43.3671875","145.9375","145.9375","145.9375","12.9921875","12.9921875","12.9921875","9.484375","9.484375","9.484375","12.1328125","12.1328125","12.1328125","200","200","200","22.5703125","22.5703125","22.5703125","14.5703125","14.5703125","14.5703125","197.421875","197.421875","197.421875"
"71","14.984375","14.984375","14.984375","31.921875","31.921875","31.921875","183.59375","183.59375","183.59375","12.1640625","12.1640625","12.1640625","9.3984375","9.3984375","9.3984375","11.8671875","11.8671875","11.8671875","200","200","200","25.1796875","25.1796875","25.1796875","11.8671875","11.8671875","11.8671875","200","200","200"
"72","19.59375","19.59375","19.59375","51.796875","51.796875","51.796875","157.3515625","157.3515625","157.3515625","12.3203125","12.3203125","12.3203125","9.296875","9.296875","9.296875","11.875","11.875","11.875","200","200","200","18.0703125","18.0703125","18.0703125","11.0234375","11.0234375","11.0234375","197.984375","197.984375","197.984375"
"73","20.171875","20.171875","20.171875","55.40625","55.40625","55.40625","148.1171875","148.1171875","148.1171875","12.5234375","12.5234375","12.5234375","9.46875","9.46875","9.46875","11.75","11.75","11.75","200","200","200","16.21875","16.21875","16.21875","10.96875","10.96875","10.96875","115.8984375","115.8984375","115.8984375"
"74","15.71875","15.71875","15.71875","26.21875","26.21875","26.21875","199.3046875","199.3046875","199.3046875","13.6328125","13.6328125","13.6328125","9.703125","9.703125","9.703125","11.796875","11.796875","11.796875","200","200","200","19.8828125","19.8828125","19.8828125","14.7890625","14.7890625","14.7890625","93.9296875","93.9296875","93.9296875"
"75","13.234375","13.234375","13.234375","78.421875","78.421875","78.421875","193.1875","193.1875","193.1875","13.2265625","13.2265625","13.2265625","9.328125","9.328125","9.328125","11.90625","11.90625","11.90625","200","200","200","12.2734375","12.2734375","12.2734375","13.59375","13.59375","13.59375","193.2265625","193.2265625","193.2265625"
"76","15.203125","15.203125","15.203125","169.1640625","169.1640625","169.1640625","146.0546875","146.0546875","146.0546875","14.421875","14.421875","14.421875","9.34375","9.34375","9.34375","11.9375","11.9375","11.9375","200","200","200","11.2578125","11.2578125","11.2578125","14.1171875","14.1171875","14.1171875","120.921875","120.921875","120.921875"
"77","15.4921875","15.4921875","15.4921875","72.265625","72.265625","72.265625","153.5","153.5","153.5","16.515625","16.515625","16.515625","9.3671875","9.3671875","9.3671875","11.171875","11.171875","11.171875","200","200","200","11.6015625","11.6015625","11.6015625","11.671875","11.671875","11.671875","76.5625","76.5625","76.5625"
"78","15.90625","15.90625","15.90625","105.828125","105.828125","105.828125","164.515625","164.515625","164.515625","18.1953125","18.1953125","18.1953125","9.4375","9.4375","9.4375","11.234375","11.234375","11.234375","200","200","200","11.2890625","11.2890625","11.2890625","9.8359375","9.8359375","9.8359375","47.3671875","47.3671875","47.3671875"
"79","13.1953125","13.1953125","13.1953125","78.6171875","78.6171875","78.6171875","185.171875","185.171875","185.171875","18.6796875","18.6796875","18.6796875","9.3125","9.3125","9.3125","11.265625","11.265625","11.265625","200","200","200","10.8203125","10.8203125","10.8203125","9.71875","9.71875","9.71875","51.1328125","51.1328125","51.1328125"
"80","17.6171875","17.6171875","17.6171875","199.3671875","199.3671875","199.3671875","191.6015625","191.6015625","191.6015625","18.0859375","18.0859375","18.0859375","9.3515625","9.3515625","9.3515625","10.140625","10.140625","10.140625","200","200","200","16.6953125","16.6953125","16.6953125","9.7890625","9.7890625","9.7890625","66.3515625","66.3515625","66.3515625"
"81","15.0703125","15.0703125","15.0703125","175.5390625","175.5390625","175.5390625","143.6484375","143.6484375","143.6484375","16.8359375","16.8359375","16.8359375","9.4296875","9.4296875","9.4296875","11.71875","11.71875","11.71875","200","200","200","79","79","79","10.1015625","10.1015625","10.1015625","58.2265625","58.2265625","58.2265625"
"82","13.6796875","13.6796875","13.6796875","185.875","185.875","185.875","173.15625","173.15625","173.15625","15.3828125","15.3828125","15.3828125","9.34375","9.34375","9.34375","11.546875","11.546875","11.546875","199.9140625","199.9140625","199.9140625","45.8359375","45.8359375","45.8359375","10.3125","10.3125","10.3125","79.6171875","79.6171875","79.6171875"
"83","13.796875","13.796875","13.796875","79.6015625","79.6015625","79.6015625","193.2890625","193.2890625","193.2890625","13.921875","13.921875","13.921875","9.375","9.375","9.375","12.0390625","12.0390625","12.0390625","200","200","200","11.03125","11.03125","11.03125","10.921875","10.921875","10.921875","68.3828125","68.3828125","68.3828125"
"84","14.921875","14.921875","14.921875","128.4375","128.4375","128.4375","197.421875","197.421875","197.421875","13.5625","13.5625","13.5625","9.453125","9.453125","9.453125","11.984375","11.984375","11.984375","199.9609375","199.9609375","199.9609375","12.0078125","12.0078125","12.0078125","10.859375","10.859375","10.859375","55.1640625","55.1640625","55.1640625"
"85","15.7734375","15.7734375","15.7734375","200","200","200","199.046875","199.046875","199.046875","14.6953125","14.6953125","14.6953125","9.546875","9.546875","9.546875","10.65625","10.65625","10.65625","199.484375","199.484375","199.484375","11.875","11.875","11.875","11.4140625","11.4140625","11.4140625","49.9453125","49.9453125","49.9453125"
