eval_video/len_s/h4_thrust_aim,timing/sps,eval_video/return_s/h3_point_the_thruster,eval_avg/return_s/h5_rotate_fall,eval_video/len_s/h0_weak_thrust,eval_avg/solve_rate_s/h1_thrust_over_ball,episode_length,timing/num_updates,eval_video/len_s/h8_unicycle_balance,eval_avg/return_s/h8_unicycle_balance,eval_video/len_s/h6_unicycle_right,_step,media/eval_video_s/h3_point_the_thruster,media/eval_video_s/h7_unicycle_left,media/eval_video_s/h1_thrust_over_ball,media/eval_video_s/h2_one_wheel_car,media/eval_video_s/h6_unicycle_right,timing/sps_agg,eval_video/return_s/h1_thrust_over_ball,media/eval_video_s/h4_thrust_aim,eval_avg/solve_rate_s/h5_rotate_fall,media/eval_video_s/h0_weak_thrust,eval_avg/solve_rate_s/h7_unicycle_left,media/eval_video_s/h5_rotate_fall,eval/mean_eval_solve,media/eval_video_s/h9_explode_then_thrust_over,eval_video/return_s/h7_unicycle_left,media/eval_video_s/h8_unicycle_balance,eval_avg/solve_rate_s/h8_unicycle_balance,eval_video/return_s/h2_one_wheel_car,eval_avg/solve_rate_s/h2_one_wheel_car,eval_video/return_s/h4_thrust_aim,eval_avg/return_s/h2_one_wheel_car,eval_video/len_s/h3_point_the_thruster,eval_video/return_s/h6_unicycle_right,_runtime,eval_avg/return_s/h1_thrust_over_ball,eval_video/return_s/h8_unicycle_balance,timing/num_env_steps,eval_avg/return_s/h9_explode_then_thrust_over,num_completed_episodes,eval_avg/solve_rate_s/h4_thrust_aim,eval_video/return_s/h0_weak_thrust,eval_video/return_s/h5_rotate_fall,eval_video/len_s/h2_one_wheel_car,eval_avg/return_s/h4_thrust_aim,eval/mean_eval_return,eval_avg/return_s/h7_unicycle_left,eval_avg/return_s/h6_unicycle_right,eval_video/len_s/h7_unicycle_left,eval_avg/solve_rate_s/h3_point_the_thruster,episode_solved,eval_video/return_s/h9_explode_then_thrust_over,eval_avg/return_s/h3_point_the_thruster,eval_video/len_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h0_weak_thrust,eval/mean_eval_eplen,_timestamp,eval_avg/return_s/h0_weak_thrust,eval_avg/solve_rate_s/h6_unicycle_right,eval_video/len_s/h9_explode_then_thrust_over,eval_avg/solve_rate_s/h9_explode_then_thrust_over,episode_return,eval_video/len_s/h5_rotate_fall
24.0,10878.20157233811,-0.046648383140563965,0.2956817150115967,23.0,0.0,153.8128204345703,0,21.0,-0.2654978930950165,255.0,0,"{'size': 24078, 'width': 125, '_type': 'video-file', 'height': 125, 'path': 'media/videos/media/eval_video_s/h3_point_the_thruster_0_0e07a942b6e840722e1c.gif', 'sha256': '0e07a942b6e840722e1c9327c71776a1689a410ad3d94183635640b4874feca5'}","{'_type': 'video-file', 'height': 125, 'path': 'media/videos/media/eval_video_s/h7_unicycle_left_0_3398f3e48f0e77fd72f3.gif', 'sha256': '3398f3e48f0e77fd72f34c42e2e88f2d24441f1b79b7dc14e750a1be3d5b2162', 'size': 20203, 'width': 125}","{'width': 125, '_type': 'video-file', 'height': 125, 'path': 'media/videos/media/eval_video_s/h1_thrust_over_ball_0_c38063ae8837c73ec47d.gif', 'sha256': 'c38063ae8837c73ec47dbb3343cfd634977c2694be5fa60c2c64986a3e5bf183', 'size': 5211}","{'height': 125, 'path': 'media/videos/media/eval_video_s/h2_one_wheel_car_0_dd575682524a13699edb.gif', 'sha256': 'dd575682524a13699edbe73c16ae7e3273e404379874ef6e206a6b34328c6bee', 'size': 14575, 'width': 125, '_type': 'video-file'}","{'path': 'media/videos/media/eval_video_s/h6_unicycle_right_0_8fad49bc2023885d6fca.gif', 'sha256': '8fad49bc2023885d6fcae6c733231a1005b6b065fd58263c7afce80e6828f790', 'size': 20183, 'width': 125, '_type': 'video-file', 'height': 125}",0.0,-0.5397071838378906,"{'sha256': '31ff6efeab9fca5ba69404ab5cf62647f9f462a55473368579718c9a08959889', 'size': 4033, 'width': 125, '_type': 'video-file', 'height': 125, 'path': 'media/videos/media/eval_video_s/h4_thrust_aim_0_31ff6efeab9fca5ba694.gif'}",0.25,"{'width': 125, '_type': 'video-file', 'height': 125, 'path': 'media/videos/media/eval_video_s/h0_weak_thrust_0_46f2a1cb52c94e823475.gif', 'sha256': '46f2a1cb52c94e82347539d6e5dd1f125ccc28e1ee538696e7bb1110d23fd9a4', 'size': 5076}",0.0,"{'sha256': 'fddf84203404391a247f5ae1f0e95718c0b7f4ea2a0297c0ae1e3203ee6eeeed', 'size': 3803, 'width': 125, '_type': 'video-file', 'height': 125, 'path': 'media/videos/media/eval_video_s/h5_rotate_fall_0_fddf84203404391a247f.gif'}",0.055000003427267075,"{'width': 125, '_type': 'video-file', 'height': 125, 'path': 'media/videos/media/eval_video_s/h9_explode_then_thrust_over_0_81050a55d7cf49d52a6d.gif', 'sha256': '81050a55d7cf49d52a6d59cc06a3848508f712e0018fba2feb5d725da6dc9398', 'size': 51005}",-0.17976433038711548,"{'path': 'media/videos/media/eval_video_s/h8_unicycle_balance_0_0e08e33b11343fcce317.gif', 'sha256': '0e08e33b11343fcce3175cdfca2ad2ad69774661f28c03769f441398352f821a', 'size': 3905, 'width': 125, '_type': 'video-file', 'height': 125}",0.15000000596046448,-0.048863738775253296,0.0,-0.3299311399459839,-0.050025977194309235,255.0,0.16407549381256104,212.428749512,-0.5540512204170227,-0.5168932676315308,0,-0.4476803243160248,11898,0.0,-0.7483974695205688,-0.20924293994903564,255.0,0.06900661438703537,-0.16583357751369476,-0.10238359123468399,0.06041496992111206,255.0,0.15000000596046448,0.34114977717399597,-0.6448535919189453,0.14636047184467316,20.0,0.0,160.53001403808594,1763142772.020108,-0.8101604580879211,0.0,255.0,0.0,0.24172720313072205,26.0
,37123.116004803866,,,,,162.29815673828125,1,,,,1,,,,,,8412.939609815252,,,,,,,,,,,,,,,,,,262.229116685,,,2048000,,12634,,,,,,,,,,,0.3231755495071411,,,,,,1763142821.8090363,,,,,0.22788046300411224,
,41072.68434877202,,,,,162.9654998779297,2,,,,2,,,,,,13965.349343817295,,,,,,,,,,,,,,,,,,312.096692897,,,4096000,,12577,,,,,,,,,,,0.3197105824947357,,,,,,1763142871.6716135,,,,,0.22168496251106262,
,41033.984174538324,,,,,161.61007690429688,3,,,,3,,,,,,17901.72216475975,,,,,,,,,,,,,,,,,,362.000750869,,,6144000,,12695,,,,,,,,,,,0.3228042423725128,,,,,,1763142921.5811768,,,,,0.22501961886882782,
,41000.12129255132,,,,,162.5366973876953,4,,,,4,,,,,,20836.392156174803,,,,,,,,,,,,,,,,,,411.949111145,,,8192000,,12590,,,,,,,,,,,0.3178713321685791,,,,,,1763142971.5322173,,,,,0.2168293297290802,
,41019.538958551246,,,,,161.78424072265625,5,,,,5,,,,,,23110.6532475295,,,,,,,,,,,,,,,,,,461.875545761,,,10240000,,12676,,,,,,,,,,,0.3246292173862457,,,,,,1763143021.459506,,,,,0.2293812483549118,
,41011.89652933872,,,,,162.98635864257812,6,,,,6,,,,,,24923.815274909586,,,,,,,,,,,,,,,,,,511.8118852,,,12288000,,12531,,,,,,,,,,,0.32335805892944336,,,,,,1763143071.3955007,,,,,0.23148155212402344,
,40996.2926755924,,,,,163.57662963867188,7,,,,7,,,,,,26402.534854793717,,,,,,,,,,,,,,,,,,561.77085456,,,14336000,,12507,,,,,,,,,,,0.3243783414363861,,,,,,1763143121.3518412,,,,,0.23566283285617828,
,41012.70581868685,,,,,162.43177795410156,8,,,,8,,,,,,27633.016632290575,,,,,,,,,,,,,,,,,,611.703349599,,,16384000,,12664,,,,,,,,,,,0.32114654779434204,,,,,,1763143171.2871368,,,,,0.222779780626297,
,41005.420232236036,,,,,164.5816650390625,9,,,,9,,,,,,28671.938172876376,,,,,,,,,,,,,,,,,,661.650159313,,,18432000,,12392,,,,,,,,,,,0.3204486668109894,,,,,,1763143221.232155,,,,,0.22941996157169342,
