episode_return,episode_solved,media/eval_video_s/h9_explode_then_thrust_over,eval_avg/return_s/h8_unicycle_balance,media/eval_video_s/h5_rotate_fall,eval_video/return_s/h2_one_wheel_car,eval_video/len_s/h9_explode_then_thrust_over,eval_avg/return_s/h1_thrust_over_ball,eval_avg/return_s/h9_explode_then_thrust_over,media/eval_video_s/h3_point_the_thruster,eval/mean_eval_eplen,eval_avg/return_s/h0_weak_thrust,eval_video/return_s/h0_weak_thrust,eval_avg/return_s/h7_unicycle_left,eval_avg/return_s/h3_point_the_thruster,eval_video/return_s/h6_unicycle_right,media/eval_video_s/h6_unicycle_right,media/eval_video_s/h7_unicycle_left,eval_video/len_s/h3_point_the_thruster,eval_avg/solve_rate_s/h4_thrust_aim,eval_avg/solve_rate_s/h0_weak_thrust,eval_avg/solve_rate_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h9_explode_then_thrust_over,eval_video/len_s/h1_thrust_over_ball,eval_video/len_s/h4_thrust_aim,eval_video/return_s/h7_unicycle_left,eval_avg/solve_rate_s/h5_rotate_fall,eval/mean_eval_solve,timing/num_env_steps,eval_avg/solve_rate_s/h8_unicycle_balance,eval_video/return_s/h5_rotate_fall,_step,media/eval_video_s/h0_weak_thrust,num_completed_episodes,media/eval_video_s/h4_thrust_aim,eval_video/return_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h7_unicycle_left,episode_length,timing/sps,media/eval_video_s/h8_unicycle_balance,eval_avg/return_s/h6_unicycle_right,eval_avg/return_s/h2_one_wheel_car,eval_avg/solve_rate_s/h3_point_the_thruster,eval_video/len_s/h0_weak_thrust,eval_video/len_s/h8_unicycle_balance,_timestamp,timing/num_updates,eval_avg/return_s/h4_thrust_aim,eval_video/len_s/h2_one_wheel_car,media/eval_video_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h6_unicycle_right,eval_video/len_s/h5_rotate_fall,eval_avg/return_s/h5_rotate_fall,eval_video/len_s/h6_unicycle_right,media/eval_video_s/h2_one_wheel_car,eval_video/return_s/h9_explode_then_thrust_over,eval_avg/solve_rate_s/h2_one_wheel_car,timing/sps_agg,eval_video/return_s/h3_point_the_thruster,eval_video/return_s/h4_thrust_aim,eval/mean_eval_return,eval_video/len_s/h7_unicycle_left,eval_video/return_s/h8_unicycle_balance,_runtime
-0.33971673250198364,0.18869426846504211,"{'sha256': '81050a55d7cf49d52a6d59cc06a3848508f712e0018fba2feb5d725da6dc9398', 'path': 'media/videos/media/eval_video_s/h9_explode_then_thrust_over_0_81050a55d7cf49d52a6d.gif', 'size': 51005, '_type': 'video-file', 'width': 125, 'height': 125}",-0.2654978930950165,"{'sha256': 'fddf84203404391a247f5ae1f0e95718c0b7f4ea2a0297c0ae1e3203ee6eeeed', 'path': 'media/videos/media/eval_video_s/h5_rotate_fall_0_fddf84203404391a247f.gif', 'size': 3803, '_type': 'video-file', 'width': 125, 'height': 125}",-0.04886379465460777,255.0,-0.5540512204170227,-0.44767093658447266,"{'path': 'media/videos/media/eval_video_s/h3_point_the_thruster_0_0e07a942b6e840722e1c.gif', 'size': 24078, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '0e07a942b6e840722e1c9327c71776a1689a410ad3d94183635640b4874feca5'}",160.53001403808594,-0.8101604580879211,-0.7483974695205688,-0.10238359123468399,0.14636047184467316,0.16407549381256104,"{'path': 'media/videos/media/eval_video_s/h6_unicycle_right_0_8fad49bc2023885d6fca.gif', 'size': 20183, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '8fad49bc2023885d6fcae6c733231a1005b6b065fd58263c7afce80e6828f790'}","{'height': 125, 'sha256': '3398f3e48f0e77fd72f34c42e2e88f2d24441f1b79b7dc14e750a1be3d5b2162', 'path': 'media/videos/media/eval_video_s/h7_unicycle_left_0_3398f3e48f0e77fd72f3.gif', 'size': 20203, '_type': 'video-file', 'width': 125}",255.0,0.0,0.0,0.0,0.0,20.0,24.0,-0.17976433038711548,0.25,0.055000003427267075,0.0,0.15000000596046448,-0.20924293994903564,0,"{'size': 5076, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '46f2a1cb52c94e82347539d6e5dd1f125ccc28e1ee538696e7bb1110d23fd9a4', 'path': 'media/videos/media/eval_video_s/h0_weak_thrust_0_46f2a1cb52c94e823475.gif'}",47728,"{'path': 'media/videos/media/eval_video_s/h4_thrust_aim_0_31ff6efeab9fca5ba694.gif', 'size': 4033, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '31ff6efeab9fca5ba69404ab5cf62647f9f462a55473368579718c9a08959889'}",-0.5397071838378906,0.0,41.966121673583984,10986.146983459816,"{'width': 125, 'height': 125, 'sha256': '0e08e33b11343fcce3175cdfca2ad2ad69774661f28c03769f441398352f821a', 'path': 'media/videos/media/eval_video_s/h8_unicycle_balance_0_0e08e33b11343fcce317.gif', 'size': 3905, '_type': 'video-file'}",0.06041496992111206,-0.05002593621611595,0.15000000596046448,23.0,21.0,1763158730.433316,0,0.06900662183761597,255.0,"{'size': 5211, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': 'c38063ae8837c73ec47dbb3343cfd634977c2694be5fa60c2c64986a3e5bf183', 'path': 'media/videos/media/eval_video_s/h1_thrust_over_ball_0_c38063ae8837c73ec47d.gif'}",0.0,26.0,0.2956817150115967,255.0,"{'height': 125, 'sha256': 'f3c5b93d996b1eaafd884004af174e35e6766963c06351a1996100447e25836b', 'path': 'media/videos/media/eval_video_s/h2_one_wheel_car_0_f3c5b93d996b1eaafd88.gif', 'size': 14582, '_type': 'video-file', 'width': 125}",-0.6448535919189453,0.0,0.0,-0.046648383140563965,-0.3299311399459839,-0.16583263874053955,255.0,-0.5168932676315308,210.24593533
-0.34164461493492126,0.18808642029762268,,,,,,,,,,,,,,,,,,,,,,,,,,,2048000.0,,,1,,48600,,,,42.11397171020508,37391.49117536024,,,,,,,1763158779.9490604,1,,,,,,,,,,,8491.276463206525,,,,,,259.777509854
-0.33903127908706665,0.1893475353717804,,,,,,,,,,,,,,,,,,,,,,,,,,,4096000.0,,,2,,48646,,,,42.110801696777344,41071.23112440418,,,,,,,1763158829.8140213,2,,,,,,,,,,,14073.023950416338,,,,,,309.632501277
-0.33520379662513733,0.19059069454669952,,,,,,,,,,,,,,,,,,,,,,,,,,,6144000.0,,,3,,48654,,,,42.09413528442383,40938.87652420554,,,,,,,1763158879.8397062,3,,,,,,,,,,,18013.417124344574,,,,,,359.656928564
-0.33469441533088684,0.19072970747947693,,,,,,,,,,,,,,,,,,,,,,,,,,,8192000.0,,,4,,48650,,,,42.098026275634766,40870.41686348888,,,,,,,1763158929.949158,4,,,,,,,,,,,20941.300810777462,,,,,,409.773700814
-0.3371891379356384,0.1902550309896469,,,,,,,,,,,,,,,,,,,,,,,,,,,10240000.0,,,5,,48661,,,,42.081336975097656,40831.079321758574,,,,,,,1763158980.1069162,5,,,,,,,,,,,23201.72160526934,,,,,,459.927965854
-0.34100836515426636,0.18848124146461487,,,,,,,,,,,,,,,,,,,,,,,,,,,12288000.0,,,6,,48790,,,,42.008670806884766,40818.33657653881,,,,,,,1763159030.2806773,6,,,,,,,,,,,24999.99550200381,,,,,,510.095131846
-0.3349706530570984,0.1910116970539093,,,,,,,,,,,,,,,,,,,,,,,,,,,14336000.0,,,7,,48641,,,,42.06714630126953,40813.6352409181,,,,,,,1763159080.459654,7,,,,,,,,,,,26464.86238878901,,,,,,560.27742072
-0.332315057516098,0.19208213686943054,,,,,,,,,,,,,,,,,,,,,,,,,,,16384000.0,,,8,,48599,,,,42.181610107421875,40795.84916788704,,,,,,,1763159130.660823,8,,,,,,,,,,,27680.324156400595,,,,,,610.483082031
-0.3335776925086975,0.1914381980895996,,,,,,,,,,,,,,,,,,,,,,,,,,,18432000.0,,,9,,48658,,,,42.041473388671875,40793.29240710756,,,,,,,1763159180.865352,9,,,,,,,,,,,28705.589339346592,,,,,,660.68167549
